1,-3.188396,55.944425,20,-3.1881140922137643,55.944527606043,null
2,-3.1881140922137643,55.944527606043,40,-3.1878842788808286,55.94472044232591,hurt.green.filer
3,-3.1878842788808286,55.94472044232591,290,-3.187781672837831,55.94443853453967,null
4,-3.187781672837831,55.94443853453967,290,-3.1876790667948334,55.94415662675343,bound.ends.matter
5,-3.1876790667948334,55.94415662675343,300,-3.1875290667948333,55.9438968191323,begins.spider.drips
6,-3.1875290667948333,55.9438968191323,300,-3.187379066794833,55.943637011511164,shut.stands.media
7,-3.187379066794833,55.943637011511164,220,-3.187608880127769,55.94344417522826,null
8,-3.187608880127769,55.94344417522826,220,-3.1878386934607046,55.94325133894535,gums.clock.modes
9,-3.1878386934607046,55.94325133894535,330,-3.187578885839569,55.943101338945354,null
10,-3.187578885839569,55.943101338945354,320,-3.1873490725066334,55.94290850266245,null
11,-3.1873490725066334,55.94290850266245,330,-3.187089264885498,55.94275850266245,strut.river.surely
12,-3.187089264885498,55.94275850266245,10,-3.186793822559594,55.94281059711575,null
13,-3.186793822559594,55.94281059711575,10,-3.18649838023369,55.942862691569054,null
14,-3.18649838023369,55.942862691569054,10,-3.1862029379077863,55.94291478602236,null
15,-3.1862029379077863,55.94291478602236,10,-3.1859074955818825,55.94296688047566,null
16,-3.1859074955818825,55.94296688047566,20,-3.1856255877956468,55.94306948651866,toned.deflection.bland
17,-3.1856255877956468,55.94306948651866,0,-3.1853255877956466,55.94306948651866,null
18,-3.1853255877956466,55.94306948651866,10,-3.1850301454697427,55.94312158097196,null
19,-3.1850301454697427,55.94312158097196,340,-3.184748237683507,55.94301897492896,courier.assume.bill
20,-3.184748237683507,55.94301897492896,120,-3.184898237683507,55.943278782550095,sentences.sings.modern
21,-3.184898237683507,55.943278782550095,70,-3.1847956316405095,55.943560690336334,null
22,-3.1847956316405095,55.943560690336334,70,-3.184693025597512,55.94384259812257,rider.mile.lime
23,-3.184693025597512,55.94384259812257,90,-3.184693025597512,55.944142598122575,null
24,-3.184693025597512,55.944142598122575,90,-3.184693025597512,55.94444259812258,null
25,-3.184693025597512,55.94444259812258,90,-3.184693025597512,55.94474259812258,null
26,-3.184693025597512,55.94474259812258,60,-3.184543025597512,55.945002405743715,null
27,-3.184543025597512,55.945002405743715,80,-3.184490931144212,55.94529784806962,settle.title.united
28,-3.184490931144212,55.94529784806962,160,-3.1847728389304475,55.94540045411262,null
29,-3.1847728389304475,55.94540045411262,160,-3.185054746716683,55.94550306015562,null
30,-3.185054746716683,55.94550306015562,150,-3.1853145543378187,55.94565306015562,null
31,-3.1853145543378187,55.94565306015562,160,-3.1855964621240545,55.94575566619862,shed.desire.muddy
32,-3.1855964621240545,55.94575566619862,130,-3.1857892984069602,55.94598547953156,renew.slows.basket
33,-3.1857892984069602,55.94598547953156,270,-3.1857892984069602,55.945685479531555,null
34,-3.1857892984069602,55.945685479531555,270,-3.1857892984069602,55.94538547953155,null
35,-3.1857892984069602,55.94538547953155,270,-3.1857892984069602,55.94508547953155,null
36,-3.1857892984069602,55.94508547953155,270,-3.1857892984069602,55.94478547953155,null
